,name,avg_rating,num_of_reviews,latitude,longitude,restaurante_categoria,state_name,total_population,hispanic_population,avg_income
3502,chipotle mexican grill,2.6,47,29.546245,-95.7501356,restaurante mexicano,Texas,27337059,10704104,50373.87
3516,amazon grill,3.0,28,26.5712996,-81.87096319999999,restaurante brasileño,Florida,20158603,4695397,48321.24
3526,el quetzal restaurant,3.9,38,36.8078035,-119.7069548,restaurante mexicano,California,38773436,14744533,63364.21
3536,taco palenque bandera,4.3,218,29.5559729,-98.6667841,restaurante mexicano,Texas,27337059,10704104,50373.87
3642,ojeda's mexican,4.0,138,33.021161,-96.99222,restaurante mexicano,Texas,27337059,10704104,50373.87
3704,pasadita cafe,4.5,44,26.3793684,-98.8235071,restaurante mexicano,Texas,27337059,10704104,50373.87
3719,honduras food 2,4.0,28,30.1842408,-97.7546517,restaurante centroamericano,Texas,27337059,10704104,50373.87
3724,paco y lilia tacos & antojitos,4.5,67,32.617329,-97.5371657,restaurante mexicano,Texas,27337059,10704104,50373.87
3755,mi lindo apatzingan #2,4.1,46,33.917395,-117.472933,restaurante mexicano,California,38773436,14744533,63364.21
3767,jalapeño mexican restaurant,4.4,48,41.1299145,-74.0398809,restaurante mexicano,New York,19664161,3559667,59272.35
3780,la espiguita,4.3,138,40.7610539,-73.9262545,restaurante mexicano,New York,19664161,3559667,59272.35
3824,party fruit planet,4.5,48,41.6567607,-74.6898272,restaurante mexicano,New York,19664161,3559667,59272.35
3845,la pulperia,4.1,98,40.7608166,-73.9682882,restaurante latinoamericano,New York,19664161,3559667,59272.35
3875,pronto café,4.3,108,40.6318846,-73.9462011,restaurante mexicano,New York,19664161,3559667,59272.35
3907,delicias mexicanas,4.4,28,41.1963404,-73.9643777,restaurante mexicano,New York,19664161,3559667,59272.35
3926,quesadilla monarca,4.0,124,41.7411833,-87.7137005,restaurante mexicano,Illinois,12829297,2113775,53467.05
3971,the blacktop grill,4.7,58,32.357595,-111.0463099,restaurante mexicano,Arizona,6707875,2030951,45892.43
4005,ole tapas bar,4.3,114,41.1164684,-74.1543664,restaurante mexicano,New York,19664161,3559667,59272.35
4037,mi hacienda jalisciense mexican restaurant,4.7,53,43.2112825,-76.983029,restaurante mexicano,New York,19664161,3559667,59272.35
4058,san cristobal,4.5,218,41.448859,-74.4141909,restaurante mexicano,New York,19664161,3559667,59272.35
4133,rio grande,4.4,368,40.1471141,-89.3618278,restaurante mexicano,Illinois,12829297,2113775,53467.05
4273,taqueria mexico 2000 #2,4.2,138,41.9572565,-87.9404498,restaurante mexicano,Illinois,12829297,2113775,53467.05
4324,mi nidito,4.4,78,40.767381,-73.98949259999999,restaurante mexicano,New York,19664161,3559667,59272.35
4347,mi barrio,4.0,48,40.6512678,-74.00347839999999,restaurante mexicano,New York,19664161,3559667,59272.35
4356,rinconcito familiar,4.2,95,40.6498372,-74.00575429999999,restaurante mexicano,New York,19664161,3559667,59272.35
4388,los poblanos,4.3,28,40.6515453,-74.0110241,restaurante mexicano,New York,19664161,3559667,59272.35
4398,harlem industrial kitchen,4.1,18,40.7952729,-73.9451208,restaurante mexicano,New York,19664161,3559667,59272.35
4405,caribbean market place,4.6,67,33.553511,-112.1499359,restaurante caribeño,Arizona,6707875,2030951,45892.43
4437,tacos and cones,4.0,30,41.5617368,-73.6009393,restaurante mexicano,New York,19664161,3559667,59272.35
4449,fresh pond corner coffee shop,3.6,38,40.7051849,-73.8966078,restaurante mexicano,New York,19664161,3559667,59272.35
4458,g's restaurant & bar,4.1,168,40.6648699,-73.73617569999999,restaurante caribeño,New York,19664161,3559667,59272.35
4522,pizza & more catering,4.5,135,42.058929,-88.0092689,restaurante mexicano,Illinois,12829297,2113775,53467.05
4558,12 corazones,3.8,216,40.747999,-73.87927169999999,restaurante mexicano,New York,19664161,3559667,59272.35
4612,sol de quito,3.4,141,40.701885,-73.91893089999999,restaurante ecuatoriano,New York,19664161,3559667,59272.35
4648,la fogata bar rest,4.0,106,40.6996259,-73.9122972,restaurante mexicano,New York,19664161,3559667,59272.35
4672,golden krust caribbean restaurant,3.9,94,40.69424,-73.75211,restaurante caribeño,New York,19664161,3559667,59272.35
4704,fresca tortilla,4.2,58,40.7277324,-73.89283449999999,restaurante mexicano,New York,19664161,3559667,59272.35
4724,limamar restaurant,4.5,88,42.2688925,-89.0903115,restaurante peruano,Illinois,12829297,2113775,53467.05
4760,el condor,4.4,56,41.9239935,-87.6988434,restaurante ecuatoriano,Illinois,12829297,2113775,53467.05
4774,las mamis restaurant,4.3,38,41.0258888,-73.77104299999999,restaurante dominicano,New York,19664161,3559667,59272.35
4795,taqueria la soga,4.6,198,41.5454857,-87.5387185,restaurante mexicano,Illinois,12829297,2113775,53467.05
4861,el chameleon,4.3,85,33.499804,-111.923511,restaurante mexicano,Arizona,6707875,2030951,45892.43
4893,brown betty,4.3,110,40.690502,-73.81377599999999,restaurante caribeño,New York,19664161,3559667,59272.35
4933,scaddies caribbean fuzion,4.1,58,40.6801091,-73.7934441,restaurante caribeño,New York,19664161,3559667,59272.35
4949,good juju,4.9,35,42.3482979,-88.8483909,restaurante mexicano,Illinois,12829297,2113775,53467.05
4958,jus chill,3.6,48,40.6646756,-73.8872083,restaurante caribeño,New York,19664161,3559667,59272.35
4978,corazón de cuba restaurante,4.3,18,40.5881813,-73.6630046,restaurante cubano,New York,19664161,3559667,59272.35
4992,cocina del sur,4.4,158,40.7515374,-73.9846589,restaurante latinoamericano,New York,19664161,3559667,59272.35
5044,comalapa restaurant,3.7,318,40.7796072,-73.229838,restaurante centroamericano,New York,19664161,3559667,59272.35
5124,richie rich caribbean taste (5th ave),4.3,28,40.9108533,-73.83761539999999,restaurante caribeño,New York,19664161,3559667,59272.35
5163,la union,3.7,134,40.7423472,-73.8728783,restaurante peruano,New York,19664161,3559667,59272.35
5209,tacos castillo #1,4.2,64,41.7083165,-87.53550949999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
5232,el pulgarcito,4.1,195,40.7796144,-73.2282958,restaurante centroamericano,New York,19664161,3559667,59272.35
5290,tacos el torito versatile,4.0,210,40.8172745,-73.9170529,restaurante mexicano,New York,19664161,3559667,59272.35
5358,cosinita,4.3,38,40.8594571,-73.8662217,restaurante mexicano,New York,19664161,3559667,59272.35
5371,emily's mexican grill,4.4,137,41.9714323,-88.1846973,restaurante mexicano,Illinois,12829297,2113775,53467.05
5421,super burrito aguascalientes,4.5,98,41.247733,-87.832833,restaurante mexicano,Illinois,12829297,2113775,53467.05
5469,del carmen peotone,4.5,48,41.3303097,-87.7855755,restaurante mexicano,Illinois,12829297,2113775,53467.05
5483,la casa del sol,4.1,254,40.4605331,-87.6855697,restaurante mexicano,Illinois,12829297,2113775,53467.05
5541,gorgers taco shack,4.0,36,42.4393167,-76.4984978,restaurante mexicano,New York,19664161,3559667,59272.35
5553,los tapatios,4.0,27,42.1042987,-76.0481113,restaurante mexicano,New York,19664161,3559667,59272.35
5568,south beloit mexican restaurant,4.9,38,42.4953801,-89.0361892,restaurante mexicano,Illinois,12829297,2113775,53467.05
5578,cafe bella,4.5,58,41.9245089,-87.7110161,restaurante latinoamericano,Illinois,12829297,2113775,53467.05
5604,silver star roti shop,4.4,144,40.675118,-73.812878,restaurante caribeño,New York,19664161,3559667,59272.35
5653,krazy jalapeño,4.5,48,41.7888372,-88.2049902,restaurante mexicano,Illinois,12829297,2113775,53467.05
5668,central america,4.2,44,40.6031166,-73.753028,restaurante centroamericano,New York,19664161,3559667,59272.35
5681,juarez,4.2,53,40.9541357,-73.7393392,restaurante mexicano,New York,19664161,3559667,59272.35
5696,la cabana mexican restaurant,4.1,43,40.380331,-90.162346,restaurante mexicano,Illinois,12829297,2113775,53467.05
5710,taqueria el sol del pueblo,4.2,78,41.9612625,-87.96065,restaurante mexicano,Illinois,12829297,2113775,53467.05
5735,el gran canario 🇩🇴,4.4,428,40.7105556,-73.9538889,restaurante dominicano,New York,19664161,3559667,59272.35
5872,sabrosa mexican grill,3.9,35,40.9231113,-72.7014683,restaurante mexicano,New York,19664161,3559667,59272.35
5888,taco perfectos halal,4.1,196,40.7261608,-73.50638459999999,restaurante mexicano,New York,19664161,3559667,59272.35
5937,las chelitas,4.5,76,40.6213263,-74.00673239999999,restaurante mexicano,New York,19664161,3559667,59272.35
5961,ruben's,3.9,56,40.619988,-73.9989789,restaurante peruano,New York,19664161,3559667,59272.35
5975,taqueria el toro,4.6,18,40.6328005,-74.0275446,restaurante mexicano,New York,19664161,3559667,59272.35
5988,mixtec taqueria restaurant,4.2,24,40.8598548,-73.9033383,restaurante mexicano,New York,19664161,3559667,59272.35
5996,la señora at the saguaro hotel,3.6,19,33.4935684,-111.922615,restaurante mexicano,Arizona,6707875,2030951,45892.43
6006,birrieria el texcal,4.2,78,41.9685139,-87.72083359999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
6033,las 3 islas de nayarit,3.8,24,41.7864708,-87.7017329,restaurante mexicano,Illinois,12829297,2113775,53467.05
6038,bolivian llama party,4.8,145,40.7393493,-73.9207462,restaurante latinoamericano,New York,19664161,3559667,59272.35
6072,mole village restaurant,4.6,68,41.85046,-87.6711502,restaurante mexicano,Illinois,12829297,2113775,53467.05
6100,el nuevo amanecer,4.0,168,40.720954,-73.98720589999999,restaurante mexicano,New York,19664161,3559667,59272.35
6164,riliberto's fresh mexican food,4.1,158,32.2673038,-110.9776509,restaurante mexicano,Arizona,6707875,2030951,45892.43
6207,taco's el paisanito,4.4,138,40.8623063,-73.9094131,restaurante mexicano,New York,19664161,3559667,59272.35
6244,maskadores taco shop,3.9,38,33.322367,-111.756204,restaurante mexicano,Arizona,6707875,2030951,45892.43
6263,el vigia,4.1,28,41.9172335,-87.7300872,restaurante mexicano,Illinois,12829297,2113775,53467.05
6271,el rincon del sabor,4.0,55,41.923782,-87.80192,restaurante mexicano,Illinois,12829297,2113775,53467.05
6324,la mexicana grill,4.3,88,41.9498727,-87.6583847,restaurante mexicano,Illinois,12829297,2113775,53467.05
6351,yummy taco,4.1,18,41.505567,-74.0601014,restaurante mexicano,New York,19664161,3559667,59272.35
6362,sabor guarani,4.4,78,40.764135,-73.77145999999999,restaurante latinoamericano,New York,19664161,3559667,59272.35
6387,el rey del taco mexican restaurant,4.6,118,41.547734,-89.1166241,restaurante mexicano,Illinois,12829297,2113775,53467.05
6435,el nuevo pollo sabroso 2,4.2,188,40.8450509,-73.8676669,restaurante dominicano,New York,19664161,3559667,59272.35
6489,guayaco's,4.4,326,40.7461741,-73.8834181,restaurante ecuatoriano,New York,19664161,3559667,59272.35
6574,el rincon peruano,3.7,98,40.7458021,-73.89984749999999,restaurante peruano,New York,19664161,3559667,59272.35
6612,puebla,3.6,36,40.7177111,-73.9883037,restaurante mexicano,New York,19664161,3559667,59272.35
6626,les crepes & taqueria,4.2,106,40.7155075,-73.9899683,restaurante mexicano,New York,19664161,3559667,59272.35
6666,i heart tacos,4.6,135,35.0242293,-114.5973451,restaurante mexicano,Arizona,6707875,2030951,45892.43
6723,michelada house ii,3.7,66,40.7484798,-73.87762649999999,restaurante mexicano,New York,19664161,3559667,59272.35
6787,"t.b.t. tacos,burritos & tortas",4.2,58,41.8094312,-87.6223108,restaurante mexicano,Illinois,12829297,2113775,53467.05
6811,alfonso's mexican food,4.4,88,33.6559375,-112.0979379,restaurante mexicano,Arizona,6707875,2030951,45892.43
6850,peppinos kitchen,4.0,87,42.5339933,-73.6797342,restaurante mexicano,New York,19664161,3559667,59272.35
6872,los almuerzos mexicanos,4.2,108,40.7026528,-73.81454719999999,restaurante mexicano,New York,19664161,3559667,59272.35
6907,habanero mexican grill,4.0,114,41.34994,-87.6205933,restaurante mexicano,Illinois,12829297,2113775,53467.05
6941,antojitos oaxaqueños restaurant inc,4.3,133,41.770795,-88.321074,restaurante mexicano,Illinois,12829297,2113775,53467.05
6995,tacogyro,4.3,67,41.9178907,-88.0612099,restaurante mexicano,Illinois,12829297,2113775,53467.05
7020,"bertha's restaurant ""el sabor de los mochis""",4.5,68,33.4363937,-112.1197509,restaurante mexicano,Arizona,6707875,2030951,45892.43
7047,buena fortuna,4.4,47,40.7484798,-73.87762649999999,restaurante latinoamericano,New York,19664161,3559667,59272.35
7068,la canoa,3.5,137,40.7046037,-73.9080273,restaurante ecuatoriano,New York,19664161,3559667,59272.35
7094,america's taco shop,3.4,106,33.508789199999995,-112.0468,restaurante mexicano,Arizona,6707875,2030951,45892.43
7144,el fogon restaurant - berwyn,4.2,66,41.8324963,-87.792954,restaurante mexicano,Illinois,12829297,2113775,53467.05
7165,acapulco cafe,3.7,116,41.5081071,-90.5666784,restaurante mexicano,Illinois,12829297,2113775,53467.05
7203,el rincon sinaloense,4.5,278,33.4957194,-112.2221734,restaurante mexicano,Arizona,6707875,2030951,45892.43
7284,ocho cinco cantina,4.0,68,43.4975929,-73.7840499,restaurante mexicano,New York,19664161,3559667,59272.35
7312,"mariscos ""el viejon""",4.3,147,33.3928971,-111.8132323,restaurante mexicano,Arizona,6707875,2030951,45892.43
7353,mi pueblito mexican food,4.0,208,33.5249784,-112.2038789,restaurante mexicano,Arizona,6707875,2030951,45892.43
7447,empanadas monumental,4.2,38,40.8193953,-73.91642879999999,restaurante dominicano,New York,19664161,3559667,59272.35
7461,cañas restaurant and bar,4.6,40,40.7023682,-73.8112644,restaurante mexicano,New York,19664161,3559667,59272.35
7472,madison county distillery,4.9,38,42.9225046,-75.8369797,restaurante mexicano,New York,19664161,3559667,59272.35
7490,la esquinita de oro restaurant,3.8,187,42.2536188,-89.0332323,restaurante mexicano,Illinois,12829297,2113775,53467.05
7540,cafe con leche,3.7,128,40.7498767,-73.8640685,restaurante ecuatoriano,New York,19664161,3559667,59272.35
7578,d chile,4.5,118,41.8442232,-87.71161459999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
7621,carne en su jugo,4.3,14,41.8440605,-87.7299579,restaurante mexicano,Illinois,12829297,2113775,53467.05
7626,la poblanita mexican cuisine,4.5,215,42.0328321,-88.18027339999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
7701,charquitas mexican food,4.6,136,31.9583479,-110.7721607,restaurante mexicano,Arizona,6707875,2030951,45892.43
7760,chalo's la casa reynoso,4.6,18,32.832713,-109.713472,restaurante mexicano,Arizona,6707875,2030951,45892.43
7766,sinaloa,4.3,18,33.4693377,-112.1346955,restaurante mexicano,Arizona,6707875,2030951,45892.43
7773,casa bocado,4.4,85,40.7195181,-73.99469859999999,restaurante mexicano,New York,19664161,3559667,59272.35
7804,iguana,4.5,36,40.7043501,-73.9283928,restaurante mexicano,New York,19664161,3559667,59272.35
7815,las chilangas,4.8,86,40.701961,-73.90644309999999,restaurante mexicano,New York,19664161,3559667,59272.35
7845,dahlia,4.5,54,40.702004,-73.92437439999999,restaurante mexicano,New York,19664161,3559667,59272.35
7863,barchaa,4.4,334,40.6913201,-73.9087522,restaurante mexicano,New York,19664161,3559667,59272.35
7976,las brasas grill mexican restaurant,4.7,130,42.1337472,-77.913755,restaurante mexicano,New York,19664161,3559667,59272.35
8043,el habanero tex-mex,4.1,74,40.6728752,-73.9830302,restaurante mexicano,New York,19664161,3559667,59272.35
8076,capelli's cafe,4.0,98,40.7580431,-73.8614523,restaurante latinoamericano,New York,19664161,3559667,59272.35
8103,el rinconcito del sabor,4.5,77,31.3421796,-109.5527134,restaurante mexicano,Arizona,6707875,2030951,45892.43
8128,tamazula tacos,4.0,168,42.1194163,-88.257232,restaurante mexicano,Illinois,12829297,2113775,53467.05
8187,noria restaurant peruvian,4.1,87,41.5002693,-74.0120007,restaurante peruano,New York,19664161,3559667,59272.35
8205,nelly latin restaurant,3.9,58,41.5239565,-74.0299663,restaurante latinoamericano,New York,19664161,3559667,59272.35
8222,tortas la presa,3.8,73,33.5377881,-112.1545135,restaurante mexicano,Arizona,6707875,2030951,45892.43
8246,el taco feliz taqueria,4.6,259,41.9458033,-87.7634051,restaurante mexicano,Illinois,12829297,2113775,53467.05
8357,el valle,4.0,178,40.917159,-73.9014303,restaurante dominicano,New York,19664161,3559667,59272.35
8409,good move tacos & mezcal,4.4,75,40.7253379,-73.9465232,restaurante mexicano,New York,19664161,3559667,59272.35
8428,charcoal guacamole,2.9,45,41.995116,-87.66976299999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
8443,tony cuban restaurant,4.2,250,40.6398331,-73.581681,restaurante cubano,New York,19664161,3559667,59272.35
8536,golden chicken ii peruvian cuisine holbrook,4.4,55,40.8109158,-73.0797257,restaurante peruano,New York,19664161,3559667,59272.35
8557,taco king,4.1,48,40.722242,-73.563131,restaurante mexicano,New York,19664161,3559667,59272.35
8579,de mucho gusto taqueria,3.9,134,41.953592,-87.76740889999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
8639,el faro caribbean seafood,4.0,58,41.9026539,-87.6945739,restaurante puertorriqueño,Illinois,12829297,2113775,53467.05
8662,la biznaga,4.7,128,41.94606,-87.7276333,restaurante mexicano,Illinois,12829297,2113775,53467.05
8709,el limeno,4.3,86,40.7658389,-73.21103600000001,restaurante centroamericano,New York,19664161,3559667,59272.35
8726,battery harris,4.0,188,40.7175001,-73.9493518,restaurante caribeño,New York,19664161,3559667,59272.35
8800,mi tierra,4.5,118,40.6751107,-73.9601651,restaurante mexicano,New York,19664161,3559667,59272.35
8834,mi mexico magico,4.0,24,40.9874242,-73.80992719999999,restaurante mexicano,New York,19664161,3559667,59272.35
